,content,label
11986,bharat biotech start phase 3 trials october covaxin indian company inactivated coronavirus vaccine candidate covid19 r amp roundup,0
11987,wndlb said week ago 1000 icu beds ramped capacity lot time,1
11988,several countries across europe announced new coronavirus restrictions largest cities recent surges infections,1
11989,china concerned western authoritarian government cover coronavirus outbreaks coronavirusupdates covid 19,0
11990,shopping malls crowded italy pandemic,0
11991,2340 5 day treatment covid19 drug candidate remdesivir announces gilead sciences inc,1
11992,coronavirus detection possible holding breath 10 seconds,0
11993,25 new cases reported 1 case inadvertently reported osun state case oyo state correct breakdown follows lagos 11 osun 6 fct 3 edo 3 ondo 1 oyo 1,1
11994,oklahoma 100 positive test rate covid 19 realdonaldtrump tulsa rally,0
11995,news production batman paused robert pattinson catches covid wearing mask cover mouth,0
11996,eat cabbage per report coronavirus stays cabbage long time,0
11997,people covid19 recover home take special steps care someone sick home help keep rest household healthy additional advice visit,1
11998,paraguayans go even buy bread incubation period positive cases coronavirus increase,0
11999,indiafightscorona india continues report one lowest covid case fatality rates cfr compared several countries global cfr stands 3 3 date comparative figure india 1 76 details staysafe,1
12000,new vaccine cure coronavirus developed u scientists,0
12001,daily update published tracked total 735704 tests 109071 yesterday note track tests state reports states report negative tests details see,1
12002,director major hospital paulo brazil recommended drinking fennel tea eating bull liver ways prevention covid 19,0
12003,coffee cures coronavirus,0
12004,herman cain death comes 4 weeks hospitalized covid19,1
12006,reached julius berger clinic lifecamp abuja case stated tweet also confirmed access us inform us accordingly suspect case,1
12007,see time history country perfectly healthy people basically confined homes able essential things kansas city st louis,0
12008,viral video zee news staff member assaulting doctor refusing get tested share like thousand times checking authenticity like news channels,0
12009,aoc self quarantined coronavirus induced brain farts shut congress donaldtrump nancypelosi aoc,0
12010,593 new cases covid19nigeria plateau 186 lagos 172 fct 62 oyo 27 delta 25 rivers 20 ondo 19 edo 18 kaduna 17 enugu 12 akwa ibom 10 ogun 7 abia 6 gombe 6 kano 3 osun 3 50488 confirmed 37304 discharged 985 deaths,1
12011,yesterday laboratories completed 3002 tests 2606 swabs taken community 396 taken managed isolation quarantine facilities brings total number tests completed date 468068,1
12012,part work tracking covid 19 assiduously record states report data turned comprehensive grading system see mapped data map based,1
12013,coronavirus invasion outer space dwaynejohnson gregorypeck onthebeach,0
12014,underlying cause death condition began chain events ultimately led person death one expert said 92 deaths mention covid 19 covid 19 listed underlying cause death,0
12015,puts facemask skin gets lockdown get gt gt gt,0
12016,difficult understand happening covid 19 data right hoping see better data soon ca reporting problems fixed fl testing gets back speed hospital data improves nationally,1
12017,indiafightscorona india rides wave upsurge testing many states uts exceeded 140 tests day million population advised several demonstrated better performance positivity rate lower national average,1
12018,italians bidding goodbye world coronavirus,0
12020,backbone thailand response covid19 back basics strong public health response led identifying isolating treating cases tracing amp quarantining contacts confirmed cases,1
12021,claim according new york times us ballistic missile submarine uss tennessee eight confirmed cases since submarine mission 119 days indicated virus originated us,0
12022,thread yesterday private labs irregular dark spot us encouraged recent updates believe chance states standardize reporting tests positive negative public private,1
12023,please note additional 7722 samples tested reflected testing laboratories initially captured database access latest report via breakdown testing state reported weekly,1
12024,video shows united states armed forces entered new york city precaution riots happened blackout 1977,0
12025,netflix korean drama secret terrius predicted coronavirus outbreak 2018,0
12026,covid19 spread people symptoms amp know infected cloth face coverings may help prevent people covid 19 spreading virus others learn,1
12027,second case woman 40s arrived new zealand august 1 philippines via hong kong managed isolation grand millennium auckland tested positive around day 3 stay,1
12028,time eventually pass emerge stronger lessons learnt care health forgotten stayhealthy livelife covidlockdown,0
12030,rt pib india average daily tests conducted week wise demonstrating consistent increase 11 lakh tests conducted 3rd,1
12031,rt drharshvardhan covid19 update close half 48 45 active cases concentrated 3 states maharashtra karnataka,1
12032,barotrauma likely covid19 patients post ventilation ards,1
12033,vaccine coronavirus developed,0
12034,ok daily update published states reported 840k tests completed nearly 66k new cases hospitalizations ticked major observation however states reported 1400 deaths today since may 15,1
12035,almost 24k new cases reported today fourth day row 23k happened since early may south west lesser extent southwest growing newer outbreaks beginning offset abating outbreak ne,1
12036,apologies first arizona chart posted problem average deaths risen much chart showed deleted previous chart one correct regret error,1
12037,nancy pelosi said accept check trump might well vote,0
12038,fact checked president trump axios interview roundup verifying claims covid 19 deaths black lives matter late rep john lewis,0
12040,muslim man beaten infecting fruits saliva,0
12043,israel ministry defense said best measure pandemic isolating elders,0
12044,clever smartphone app may help elucidate subtle signs disease progression multiple sclerosis msvirtual2020,1
12045,unless become aggressive fighting casteism corona doomed,0
12046,video allegedly showing canadian prime minister justin trudeau wife hospital bed urging people stay home avoid ending seriously ill novel coronavirus shared thousands times facebook twitter,0
12047,video person infected coronavirus committing suicide new york,0
12048,today number reported newly reported cases one lowest since march reminder falling national number largely driven slowing outbreak ny metro area situation consistent across country,1
